-1062.7664,74.34007,rostralZ_e18,-1020,74.44169,42.7664,0.10162,55
-1083.29,72.16016,rostralZ_e18,-1080,72.28916,3.29004,0.129,51
-1036.1676,75.74011,rostralZ_e18,-1020,75.75758,16.1676,0.017464,52
-1048.1327,73.3562,rostralZ_e18,-1020,73.52941,28.1327,0.17321,54
-424.62335,73.31091,rostralZ_e23,-420,73.34963,4.62335,0.03872,70
-418.20505,78.61766,rostralZ_e23,-360,78.74016,58.205,0.1225,74
-427.17929,80.65852,rostralZ_e23,-420,80.86253,7.17929,0.20402,72
-394.16632,77.79881,rostralZ_e23,-360,77.92208,34.1663,0.12327,73
-436.79599,80.25042,rostralZ_e23,-420,80.42895,16.796,0.17853,71
-869.89905,111.3847,caudalZ_e22,-840,111.5242,29.899,0.1395,18
-950.58453,108.6215,caudalZ_e22,-900,108.6957,50.5845,0.074139,16
-878.76563,110.5473,caudalZ_e22,-840,110.7011,38.7656,0.1538,17
-934.68445,105.657,caudalZ_e22,-900,106.0071,34.6844,0.35005,15
-959.61322,103.7122,caudalZ_e22,-900,103.8062,59.6132,0.094001,14
-88.368591,57.08721,caudalZ_e23,-60,57.14286,28.3686,0.055645,29
-76.652618,51.26385,caudalZ_e23,-60,51.28205,16.6526,0.0182,28
-1019.9041,103.7814,rostralZ_e18,-960,103.8062,59.9041,0.024856,59
-1010.855,108.6456,rostralZ_e18,-960,108.6957,50.855,0.050098,60
-1036.4932,99.90768,rostralZ_e18,-1020,100,16.4932,0.092316,56
-1023.1055,106.8955,rostralZ_e18,-1020,107.1429,3.10553,0.24736,57
-1004.5391,101.2237,rostralZ_e18,-960,101.3514,44.5391,0.12762,58
-1106.5802,93.38459,caudalZ_e18,-1080,93.45794,26.5802,0.073354,8
-1152.1797,88.64857,caudalZ_e18,-1140,88.7574,12.1797,0.10883,6
-1153.0741,88.79264,caudalZ_e18,-1140,89.02077,13.0741,0.22813,7
