-caudalY_e11,-1080.0,44.313146,10
-caudalY_e11,-1020.0,43.041607,10
-caudalY_e11,-1020.0,44.444444,10
-caudalY_e11,-1020.0,44.977511,10
-caudalY_e11,-1020.0,46.511628,10
-caudalZ_e18,-1140.0,88.757396,10
-caudalZ_e18,-1140.0,89.020772,10
-caudalZ_e18,-1080.0,93.457944,10
-caudalZ_e18,-840.0,71.258907,10
-caudalZ_e18,-780.0,77.319588,10
-caudalZ_e18,-780.0,79.787234,10
-caudalZ_e18,-720.0,81.081081,10
-caudalZ_e18,-720.0,82.417582,10
-caudalZ_e22,-900.0,103.806228,10
-caudalZ_e22,-900.0,106.007067,10
-caudalZ_e22,-900.0,108.695652,10
-caudalZ_e22,-840.0,110.701107,10
-caudalZ_e22,-840.0,111.524164,10
-caudalZ_e23,-1140.0,61.22449,10
-caudalZ_e23,-1140.0,61.728395,10
-caudalZ_e23,-1140.0,62.111801,10
-caudalZ_e23,-1080.0,63.291139,10
-caudalZ_e23,-1080.0,63.965885,10
-caudalZ_e23,-660.0,44.776119,19
-caudalZ_e23,-660.0,39.787798,10
-caudalZ_e23,-660.0,41.958042,10
-caudalZ_e23,-660.0,42.313117,10
-caudalZ_e23,-60.0,51.282051,10
-caudalZ_e23,-60.0,57.142857,10
-caudalZ_e24,-720.0,80.213904,10
-caudalZ_e24,-720.0,92.592593,10
-caudalZ_e24,-660.0,89.552239,10
-caudalZ_e24,-660.0,94.637224,10
-caudalZ_e24,-660.0,96.153846,10
-rostralX_e01,-120.0,101.351351,10
-rostralX_e01,-60.0,96.153846,10
-rostralX_e01,-60.0,97.087379,10
-rostralX_e01,-60.0,98.039216,10
-rostralX_e01,-60.0,100.671141,10
-rostralX_e02,-1140.0,111.111111,10
-rostralX_e02,-1080.0,111.111111,10
-rostralX_e03,-780.0,103.092784,10
-rostralX_e03,-780.0,104.166667,10
-rostralX_e03,-780.0,106.761566,10
-rostralX_e03,-720.0,107.913669,10
-rostralX_e03,-720.0,109.489051,10
-rostralZ_e18,-1140.0,35.885167,10
-rostralZ_e18,-1080.0,36.630037,10
-rostralZ_e18,-1080.0,39.840637,10
-rostralZ_e18,-1080.0,40.48583,10
-rostralZ_e18,-1080.0,72.289157,10
-rostralZ_e18,-1020.0,75.757576,20
-rostralZ_e18,-1020.0,43.352601,10
-rostralZ_e18,-1020.0,73.529412,10
-rostralZ_e18,-1020.0,74.441687,10
-rostralZ_e18,-1020.0,100.0,10
-rostralZ_e18,-1020.0,107.142857,10
-rostralZ_e18,-960.0,101.351351,10
-rostralZ_e18,-960.0,103.806228,10
-rostralZ_e18,-960.0,108.695652,10
-rostralZ_e18,-840.0,17.172295,10
-rostralZ_e18,-840.0,18.203883,10
-rostralZ_e18,-780.0,23.023791,10
-rostralZ_e18,-780.0,23.076923,10
-rostralZ_e18,-780.0,24.671053,10
-rostralZ_e22,-1140.0,68.965517,10
-rostralZ_e22,-1140.0,70.921986,10
-rostralZ_e23,-1140.0,3.0,28
-rostralZ_e23,-1140.0,4.844179,20
-rostralZ_e23,-420.0,73.349633,10
-rostralZ_e23,-420.0,80.428954,10
-rostralZ_e23,-420.0,80.862534,10
-rostralZ_e23,-360.0,77.922078,10
-rostralZ_e23,-360.0,78.740157,10
-rostralZ_e24,-1140.0,32.397408,10
-rostralZ_e24,-1080.0,35.087719,10
-rostralZ_e24,-1020.0,39.525692,10
-rostralZ_e24,-1020.0,44.843049,10
-rostralZ_e24,-1020.0,46.948357,10
-rostralZ_e24,-900.0,37.037037,10
-rostralZ_e24,-840.0,37.688442,10
-rostralZ_e24,-840.0,37.735849,10
-rostralZ_e24,-840.0,38.961039,10
-rostralZ_e24,-840.0,40.816327,10
-rostralZ_e24,-240.0,56.074766,10
-rostralZ_e24,-240.0,59.88024,10
-rostralZ_e24,-120.0,54.347826,10
-rostralZ_e24,-60.0,58.365759,10
-rostralZ_e24,-60.0,86.455331,10
